Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med,Active,Total,Pop,Med
3.42409E-06,1.38201E-05,3813,0.811228513,8.0007E-06,2.1004E-05,560,0.313519608,2.72388E-06,7.84826E-06,780,0.312251462,2.16404E-06,6.54555E-06,186.5,0.174421206,4.26993E-06,7.50473E-06,650.59,0.513979194,5.58065E-06,1.59516E-05,447,0.175311382,9.5636E-06,1.85237E-05,1292,0.593809524,7.60976E-06,1.86992E-05,373,0.239149453,3.16308E-06,7.59658E-06,322,0.224377576,4.29017E-07,3.04212E-06,57,0.063519701,5.12075E-06,1.1828E-05,620,0.277077778,2.91443E-06,5.14675E-06,206,0.144101695,1.21072E-06,4.20871E-06,203,0.159284091,6.15551E-06,1.81425E-05,272,0.152352941,1.15127E-06,4.16332E-06,400,0.431070858,8.68031E-06,1.69372E-05,83,0.044676211,4.01716E-06,1.32964E-05,572,0.425682635
2.92904E-06,1.38201E-05,3813,0.811228513,7.33833E-06,2.1004E-05,560,0.313519608,2.15174E-06,7.84826E-06,780,0.312251462,1.89687E-06,6.54555E-06,186.5,0.174421206,4.05096E-06,7.51468E-06,650.59,0.513979194,5.16129E-06,1.59516E-05,447,0.175311382,9.14578E-06,1.85237E-05,1292,0.593809524,7.18699E-06,1.87317E-05,373,0.239149453,2.82603E-06,7.59658E-06,322,0.224377576,3.51014E-07,3.12012E-06,57,0.063519701,4.87396E-06,1.18544E-05,620,0.277077778,2.83175E-06,5.18809E-06,206,0.144101695,1.21072E-06,4.20871E-06,203,0.159284091,5.07559E-06,1.81425E-05,272,0.152352941,9.50469E-07,4.16332E-06,400,0.431070858,8.50388E-06,1.69372E-05,83,0.044676211,3.23256E-06,1.32964E-05,572,0.425682635
2.68152E-06,1.38614E-05,3813,0.811228513,7.14659E-06,2.1004E-05,560,0.313519608,2.15174E-06,7.84826E-06,780,0.312251462,1.54956E-06,6.54555E-06,186.5,0.174421206,3.93152E-06,7.52463E-06,650.59,0.513979194,4.37097E-06,1.59516E-05,447,0.175311382,8.40297E-06,1.85701E-05,1292,0.593809524,6.43902E-06,1.87317E-05,373,0.239149453,2.43713E-06,7.6225E-06,322,0.224377576,3.51014E-07,3.12012E-06,57,0.063519701,4.56549E-06,1.1872E-05,620,0.277077778,2.39768E-06,5.20876E-06,206,0.144101695,1.15307E-06,4.20871E-06,203,0.159284091,4.21166E-06,1.81425E-05,272,0.152352941,7.63052E-07,4.16332E-06,400,0.431070858,7.93931E-06,1.69372E-05,83,0.044676211,2.61534E-06,1.32964E-05,572,0.425682635
2.5165E-06,1.38614E-05,3813,0.811228513,5.90901E-06,2.1004E-05,560,0.313519608,1.87811E-06,7.84826E-06,780,0.312251462,1.38926E-06,6.54555E-06,186.5,0.174421206,3.71255E-06,7.52463E-06,650.59,0.513979194,3.85484E-06,1.59516E-05,447,0.175311382,7.47447E-06,1.85701E-05,1292,0.593809524,6.04878E-06,1.87317E-05,373,0.239149453,1.94452E-06,7.6225E-06,322,0.224377576,3.12012E-07,3.15913E-06,57,0.063519701,4.30989E-06,1.1872E-05,620,0.277077778,2.12898E-06,5.20876E-06,206,0.144101695,1.15307E-06,4.20871E-06,203,0.159284091,3.67171E-06,1.81425E-05,272,0.152352941,6.0241E-07,4.17671E-06,400,0.431070858,7.72759E-06,1.69372E-05,83,0.044676211,2.29103E-06,1.32964E-05,572,0.425682635
2.39274E-06,1.39026E-05,3813,0.811228513,5.49067E-06,2.1004E-05,560,0.313519608,1.70398E-06,7.84826E-06,780,0.312251462,1.30911E-06,6.54555E-06,186.5,0.174421206,3.61302E-06,7.52463E-06,650.59,0.513979194,3.08065E-06,1.59516E-05,447,0.175311382,7.28877E-06,1.90344E-05,1292,0.593809524,5.49593E-06,1.87317E-05,373,0.239149453,1.7371E-06,7.67436E-06,322,0.224377576,3.12012E-07,3.15913E-06,57,0.063519701,3.96616E-06,1.1872E-05,620,0.277077778,1.8396E-06,5.20876E-06,206,0.144101695,9.22456E-07,4.20871E-06,203,0.159284091,3.45572E-06,1.81425E-05,272,0.152352941,4.95315E-07,4.24364E-06,400,0.431070858,6.95131E-06,1.69372E-05,83,0.044676211,1.92489E-06,1.33068E-05,572,0.425682635
2.26898E-06,1.39026E-05,3813,0.811228513,4.39254E-06,2.1004E-05,560,0.313519608,1.44279E-06,7.84826E-06,780,0.312251462,1.20224E-06,6.54555E-06,186.5,0.174421206,3.43386E-06,7.52463E-06,650.59,0.513979194,2.62903E-06,1.59677E-05,447,0.175311382,6.77809E-06,1.90344E-05,1292,0.593809524,4.81301E-06,1.87317E-05,373,0.239149453,1.55561E-06,7.67436E-06,322,0.224377576,2.73011E-07,3.19813E-06,57,0.063519701,3.57835E-06,1.18808E-05,620,0.277077778,1.69492E-06,5.20876E-06,206,0.144101695,9.22456E-07,4.20871E-06,203,0.159284091,3.23974E-06,1.81425E-05,272,0.152352941,4.68541E-07,4.25703E-06,400,0.431070858,6.49259E-06,1.69372E-05,83,0.044676211,1.46459E-06,1.33068E-05,572,0.425682635
1.93894E-06,1.39026E-05,3813,0.811228513,3.27697E-06,2.1004E-05,560,0.313519608,1.34328E-06,7.84826E-06,780,0.312251462,9.88512E-07,6.54555E-06,186.5,0.174421206,3.27461E-06,7.52463E-06,650.59,0.513979194,1.87097E-06,1.59677E-05,447,0.175311382,6.12813E-06,1.90808E-05,1292,0.593809524,4.29268E-06,1.87317E-05,373,0.239149453,1.3482E-06,7.67436E-06,322,0.224377576,2.73011E-07,3.19813E-06,57,0.063519701,3.16411E-06,1.18897E-05,620,0.277077778,1.52956E-06,5.20876E-06,206,0.144101695,9.22456E-07,4.20871E-06,203,0.159284091,1.61987E-06,1.81425E-05,272,0.152352941,4.01606E-07,4.25703E-06,400,0.431070858,5.85745E-06,1.69372E-05,83,0.044676211,8.47369E-07,1.33068E-05,572,0.425682635
1.81518E-06,1.39026E-05,3813,0.811228513,2.75405E-06,2.1004E-05,560,0.313519608,1.18159E-06,7.84826E-06,780,0.312251462,9.61795E-07,6.54555E-06,186.5,0.174421206,3.07554E-06,7.54454E-06,650.59,0.513979194,1.79032E-06,1.59677E-05,447,0.175311382,5.98886E-06,1.91736E-05,1292,0.593809524,3.90244E-06,1.87317E-05,373,0.239149453,1.24449E-06,7.67436E-06,322,0.224377576,1.95008E-07,3.27613E-06,57,0.063519701,2.87326E-06,1.18897E-05,620,0.277077778,1.42621E-06,5.20876E-06,206,0.144101695,9.22456E-07,4.20871E-06,203,0.159284091,1.51188E-06,1.81425E-05,272,0.152352941,2.40964E-07,4.25703E-06,400,0.431070858,4.41073E-06,1.69372E-05,83,0.044676211,5.4399E-07,1.33068E-05,572,0.425682635
1.73267E-06,1.39026E-05,3813,0.811228513,2.56231E-06,2.1004E-05,560,0.313519608,1.15672E-06,7.84826E-06,780,0.312251462,7.48063E-07,6.54555E-06,186.5,0.174421206,2.90634E-06,7.54454E-06,650.59,0.513979194,1.08065E-06,1.59677E-05,447,0.175311382,5.75673E-06,1.92201E-05,1292,0.593809524,3.28455E-06,1.87317E-05,373,0.239149453,1.03708E-06,7.67436E-06,322,0.224377576,1.56006E-07,3.31513E-06,57,0.063519701,2.50308E-06,1.18985E-05,620,0.277077778,1.19884E-06,5.20876E-06,206,0.144101695,8.64803E-07,4.20871E-06,203,0.159284091,1.2959E-06,1.81425E-05,272,0.152352941,2.1419E-07,4.25703E-06,400,0.431070858,3.91673E-06,1.69372E-05,83,0.044676211,4.70761E-07,1.33068E-05,572,0.425682635
1.69142E-06,1.39439E-05,3813,0.811228513,2.03939E-06,2.11435E-05,560,0.313519608,9.32836E-07,7.84826E-06,780,0.312251462,7.48063E-07,6.54555E-06,186.5,0.174421206,2.39873E-06,7.54454E-06,650.59,0.513979194,7.74194E-07,1.59677E-05,447,0.175311382,5.47818E-06,1.92201E-05,1292,0.593809524,2.60163E-06,1.87317E-05,373,0.239149453,9.07441E-07,7.67436E-06,322,0.224377576,1.17005E-07,3.35413E-06,57,0.063519701,2.13291E-06,1.18985E-05,620,0.277077778,9.92146E-07,5.20876E-06,206,0.144101695,8.64803E-07,4.20871E-06,203,0.159284091,8.63931E-07,1.81425E-05,272,0.152352941,1.60643E-07,4.25703E-06,400,0.431070858,3.56387E-06,1.69372E-05,83,0.044676211,1.98766E-07,1.33068E-05,572,0.425682635
1.5264E-06,1.39439E-05,3813,0.811228513,1.49904E-06,2.11435E-05,560,0.313519608,7.71144E-07,7.84826E-06,780,0.312251462,5.61047E-07,6.54555E-06,186.5,0.174421206,2.34896E-06,7.54454E-06,650.59,0.513979194,4.51613E-07,1.59677E-05,447,0.175311382,5.24605E-06,1.94058E-05,1292,0.593809524,2.21138E-06,1.87317E-05,373,0.239149453,6.48172E-07,7.67436E-06,322,0.224377576,7.80031E-08,3.39314E-06,57,0.063519701,1.85087E-06,1.18985E-05,620,0.277077778,8.26788E-07,5.20876E-06,206,0.144101695,8.64803E-07,4.20871E-06,203,0.159284091,5.39957E-07,1.81425E-05,272,0.152352941,1.47256E-07,4.25703E-06,400,0.431070858,3.31687E-06,1.69372E-05,83,0.044676211,1.67382E-07,1.33068E-05,572,0.425682635
1.36139E-06,1.39851E-05,3813,0.811228513,1.39446E-06,2.11783E-05,560,0.313519608,6.34328E-07,7.84826E-06,780,0.312251462,5.34331E-07,6.54555E-06,186.5,0.174421206,1.73186E-06,7.54454E-06,650.59,0.513979194,2.25806E-07,1.59677E-05,447,0.175311382,5.24605E-06,1.94058E-05,1292,0.593809524,1.88618E-06,1.87317E-05,373,0.239149453,4.66684E-07,7.67436E-06,322,0.224377576,5.0702E-07,3.39314E-06,57,0.063519701,1.43663E-06,1.19073E-05,620,0.277077778,7.44109E-07,5.20876E-06,206,0.144101695,8.64803E-07,4.20871E-06,203,0.159284091,4.31965E-07,1.81425E-05,272,0.152352941,1.07095E-07,4.25703E-06,400,0.431070858,3.14044E-06,1.69725E-05,83,0.044676211,1.15075E-07,1.33068E-05,572,0.425682635
1.36139E-06,1.41089E-05,3813,0.811228513,1.04584E-06,2.11783E-05,560,0.313519608,5.34826E-07,7.84826E-06,780,0.312251462,4.80898E-07,6.54555E-06,186.5,0.174421206,1.33373E-06,7.54454E-06,650.59,0.513979194,8.06452E-08,1.59677E-05,447,0.175311382,5.3389E-06,1.95915E-05,1292,0.593809524,1.85366E-06,1.87317E-05,373,0.239149453,2.85196E-07,7.67436E-06,322,0.224377576,1.17005E-06,3.39314E-06,57,0.063519701,1.13696E-06,1.19161E-05,620,0.277077778,6.821E-07,5.20876E-06,206,0.144101695,8.64803E-07,4.20871E-06,203,0.159284091,4.31965E-07,1.81425E-05,272,0.152352941,9.37082E-08,4.25703E-06,400,0.431070858,2.54058E-06,1.69725E-05,83,0.044676211,6.27681E-08,1.33068E-05,572,0.425682635
1.07261E-06,1.41089E-05,3813,0.811228513,8.54105E-07,2.11783E-05,560,0.313519608,3.60697E-07,7.84826E-06,780,0.312251462,4.80898E-07,6.54555E-06,186.5,0.174421206,1.24415E-06,7.54454E-06,650.59,0.513979194,8.06452E-08,1.59677E-05,447,0.175311382,5.3389E-06,1.97772E-05,1292,0.593809524,1.43089E-06,1.87317E-05,373,0.239149453,0,7.67436E-06,322,0.224377576,1.20905E-06,3.39314E-06,57,0.063519701,9.51877E-07,1.19161E-05,620,0.277077778,6.6143E-07,5.20876E-06,206,0.144101695,8.35976E-07,4.20871E-06,203,0.159284091,4.31965E-07,1.81425E-05,272,0.152352941,6.69344E-08,4.25703E-06,400,0.431070858,2.29358E-06,1.69725E-05,83,0.044676211,6.27681E-08,1.33068E-05,572,0.425682635
1.03135E-06,1.41089E-05,3813,0.811228513,7.14659E-07,2.11783E-05,560,0.313519608,2.48756E-07,7.84826E-06,780,0.312251462,4.54181E-07,6.54555E-06,186.5,0.174421206,1.09485E-06,7.54454E-06,650.59,0.513979194,0,1.59677E-05,447,0.175311382,5.19963E-06,1.987E-05,1292,0.593809524,1.39837E-06,1.87317E-05,373,0.239149453,0,7.67436E-06,322,0.224377576,1.36505E-06,3.39314E-06,57,0.063519701,7.84417E-07,1.19161E-05,620,0.277077778,5.58082E-07,5.20876E-06,206,0.144101695,7.78322E-07,4.20871E-06,203,0.159284091,3.23974E-07,1.81425E-05,272,0.152352941,6.69344E-08,4.25703E-06,400,0.431070858,1.97601E-06,1.69725E-05,83,0.044676211,3.1384E-08,1.33068E-05,572,0.425682635
9.90099E-07,1.41089E-05,3813,0.811228513,4.53199E-07,2.11783E-05,560,0.313519608,1.24378E-07,7.84826E-06,780,0.312251462,4.54181E-07,6.54555E-06,186.5,0.174421206,5.17567E-07,7.54454E-06,650.59,0.513979194,0,1.59677E-05,447,0.175311382,4.87465E-06,1.987E-05,1292,0.593809524,9.10569E-07,1.87317E-05,373,0.239149453,0,7.67436E-06,322,0.224377576,1.32605E-06,3.43214E-06,57,0.063519701,7.40349E-07,1.19161E-05,620,0.277077778,4.13394E-07,5.20876E-06,206,0.144101695,6.05362E-07,4.20871E-06,203,0.159284091,3.23974E-07,1.81425E-05,272,0.152352941,6.69344E-08,4.25703E-06,400,0.431070858,1.34086E-06,1.69725E-05,83,0.044676211,3.1384E-08,1.33068E-05,572,0.425682635
