anhui,beijing,chongqing,fujian,gansu,guangdong,guangxi,guizhou,hainan,hebei,heilongjiang,henan,hubei,hunan,jiangsu,jiangxi,jilin,liaoning,shaanxi,shandong,shanghai,shanxi,sichuan,taiwan,tianjin,xinjiang,yunnan,zhejiang,south korea,france,australia,malaysia,brazil,germany,uk,italy,belgium,spain,sweden,finland,iran,austria,switzerland,norway,netherlands,denmark,ireland,portugal,washington,california,massachusetts,texas,florida,new york
62000000,21540000,30750000,38570000,25640000,113460000,48380000,34690000,9260000,74700000,38340000,95590000,58500000,67370000,80400000,45200000,27490000,43900000,37430000,100470000,24240000,36500000,81100000,23590000,15620000,22090000,46310000,57370000,50800000,66990000,24640000,31620000,207850000,82930000,66490000,60800000,11400000,46420000,9800000,5520000,81800000,8982849,8570000,5200000,17000000,5800000,4640000,10210173,7410000,39540000,6860000,28300000,21670000,8540000
